species sample1 sample2 subject1 subject2 hh1 hh2 timepoint1 timepoint2 sharedFixedDiffs sharedStrainFishing concordant consensusConservative consensusPermissive consensusFixedDiffs consensusStrainFishing consensusNA keyTimepoint1 keyTimepoint2
Bacteroides_finegoldii_57739 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XNA-001 XGC XNA XG XN 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_vulgatus_57955 XGC-001 XNA-001 XGC XNA XG XN 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_merdae_56972 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bicirculans_59300 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_callidus_61479 XGC-001 XNA-001 XGC XNA XG XN 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_shahii_62199 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_finegoldii_57739 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XNB-001 XGC XNB XG XN 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XNB-001 XGC XNB XG XN 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Coprococcus_comes_61587 XGC-001 XNB-001 XGC XNB XG XN 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Dorea_longicatena_61473 XGC-001 XNB-001 XGC XNB XG XN 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XNB-001 XGC XNB XG XN 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XGC-001 XOA-001 XGC XOA XG XO 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XGC-001 XOA-001 XGC XOA XG XO 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XOA-001 XGC XOA XG XO 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XOA-001 XGC XOA XG XO 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XOA-001 XGC XOA XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XGC-001 XOA-001 XGC XOA XG XO 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XOA-001 XGC XOA XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XGC-001 XOA-001 XGC XOA XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XOA-001 XGC XOA XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_onderdonkii_55464 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_xylanisolvens_57185 XGC-001 XOB-001 XGC XOB XG XO 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bicirculans_59300 XGC-001 XOB-001 XGC XOB XG XO 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_onderdonkii_55464 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_xylanisolvens_57185 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Coprococcus_comes_61587 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_ventriosum_61474 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Oscillibacter_sp_60799 XGC-001 XPA-002 XGC XPA XG XP 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bicirculans_59300 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_callidus_61479 XGC-001 XPA-002 XGC XPA XG XP 1 2 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_shahii_62199 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Bacteroides_caccae_53434 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_salyersiae_54873 XGC-001 XPB-008 XGC XPB XG XP 1 8 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XPB-008 XGC XPB XG XP 1 8 TRUE FALSE FALSE FALSE TRUE TRUE FALSE NA initial initial
Bacteroides_vulgatus_57955 XGC-001 XPB-008 XGC XPB XG XP 1 8 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XGC-001 XPB-008 XGC XPB XG XP 1 8 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_merdae_56972 XGC-001 XPB-008 XGC XPB XG XP 1 8 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_onderdonkii_55464 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Alistipes_putredinis_61533 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_shahii_62199 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_sp_59510 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_finegoldii_57739 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Coprobacter_fastidiosus_56550 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Coprococcus_comes_61587 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XQA-001 XGC XQA XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_merdae_56972 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_callidus_61479 XGC-001 XQA-001 XGC XQA XG XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XGC-001 XQB-001 XGC XQB XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_finegoldii_57739 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Coprococcus_comes_61587 XGC-001 XQB-001 XGC XQB XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Dorea_longicatena_61473 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XGC-001 XQB-001 XGC XQB XG XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bicirculans_59300 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_callidus_61479 XGC-001 XQB-001 XGC XQB XG XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XGC-001 XRA-001 XGC XRA XG XR 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XRA-001 XGC XRA XG XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XGC-001 XRB-002 XGC XRB XG XR 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XGC-001 XRB-002 XGC XRB XG XR 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XGC-001 XRB-002 XGC XRB XG XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XGC-001 XSA-001 XGC XSA XG XS 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XGC-001 XSA-001 XGC XSA XG XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
